作者,歌名,BPM,拍号,热度
胡美儀,鳳閣恩仇未了情,92.88,6/8拍,10
Sandy Lam,再生戀,92.95,4/4拍,10
Beyond,送給不知怎去保護環境的人(包括我),92.99,4/4拍,10
Hins Cheung,兩坐位跑車,93.06,4/4拍,10
張德蘭,雞公仔,93.39,4/4拍,10
Anita Mui,抱你十個世紀,93.65,4/4拍,10
Khalil Fong,孤獨孩兒,93.98,4/4拍,10
Andy Lau,總有一天等到你,94,6/8拍,10
Vivian Chow,肋骨,94,4/4拍,10
Johnny Ip,笛子姑娘,94.07,4/4拍,10
林姍姍,也許當時年紀少,94.12,4/4拍,10
Vivian Chow,歲月的童話,94.15,4/4拍,10
"Chyi Yu, 潘越雲",軌外,94.22,4/4拍,10
Susanna Kwan,湘女多情(無電視劇"天龍八部"插曲),94.43,4/4拍,10
Khalil Fong,愛在,94.45,6/8拍,10
Sam Hui,知音夢裡尋,94.47,4/4拍,10
周璇,永遠的微笑,94.71,4/4拍,10
薰妮,又見別離愁,94.8,6/8拍,10
Jenny Tseng,無敵是愛,94.85,4/4拍,10
Raymond Lam,人一個,94.95,4/4拍,10
Terence Siufay,羔羊的墓冥圖 -《埋班作樂II》作品,95,4/4拍,10
Sandy Lam,花之色,95.05,4/4拍,10
Eric Suen,仍然喜歡你,95.23,4/4拍,10
Wynners,友誼萬歲,95.84,4/4拍,10
姚蘇蓉,倆相依,95.9,4/4拍,10
Sandy Lam,薔薇之戀,95.97,4/4拍,10
Eason Chan,伴遊,96,4/4拍,10
Denise Ho,愛麗絲夢遊仙境症候群,96.01,4/4拍,10
翁倩玉,愛的迷戀,96.06,4/4拍,10
Jacky Cheung,太陽星辰,96.57,4/4拍,10
蔡幸娟,回想曲,96.77,4/4拍,10
Hacken Lee,九月中的陌生人,96.77,4/4拍,10
Sammi Cheng,生活語言,96.81,4/4拍,10
尤雅,只要为你活一天,96.86,4/4拍,10
Joey Yung,遲鈍,96.94,4/4拍,10
李靖筠,歲月的童話 (《今晚唱飲歌2》version),97.02,6/8拍,10
Stephanie Cheng,斷片,97.03,4/4拍,10
Jacky Cheung,無聲的吉他,97.06,4/4拍,10
Sally Yeh,別人的情歌,97.14,4/4拍,10
Sally Yeh,美夢記心中,97.24,4/4拍,10
Ken Hung,請你別要說下去,97.51,6/8拍,10
"Diana Yang, 黃仲崑",故事的真相,97.65,4/4拍,10
Andy Lau,愛的終秒,97.7,4/4拍,10
尤雅,月亮代表我的心,97.89,4/4拍,10
陳浩德,難尋舊時夢 / 我是痴情無限 / 來遲了,97.91,4/4拍,10
Cally Kwong,唇印,97.98,4/4拍,10
Phil Lam,大寂寞時代,98,4/4拍,10
At17,你好嗎?,98.01,4/4拍,10
Mavis Hee,當陽光變冷,98.03,4/4拍,10
Faye Wong,把鎖匙投進信箱,98.16,4/4拍,10
Khalil Fong,小小蟲 - 15 Khalil Live in HK 2011,98.28,4/4拍,10
Alan Tam,千面女郎,98.48,4/4拍,10
Grasshopper,黃昏都市人,98.53,4/4拍,10
Leslie Cheung,談情說愛 - Live,98.88,4/4拍,10
Cass Phang,謝謝你的舊情人,98.92,4/4拍,10
巫啟賢,捨不得將愛說出口,98.93,4/4拍,10
AGA,3AM - Retro Remix,99.01,4/4拍,10
Jason Chan,認命,99.01,6/8拍,10
Tat Ming Pair,禁色 - Live,99.27,6/8拍,10
Kay Tse,鍾無艷 - Live in Hong Kong/ 2009,99.69,4/4拍,10
Jacky Cheung,情願,99.8,4/4拍,10
Kay Tse,頭盔,99.9,4/4拍,10
Alan Tam,講不出的告別 - 2002年的第一場雪,99.92,4/4拍,10
Johnny Yin,鄉間的小路,99.94,4/4拍,10
"Zhang Yu Sheng, Chen Guan Yu",永遠的自由,99.94,4/4拍,10
Mr.,現實遊戲,99.99,4/4拍,10
Shirley Kwan,山水,100,4/4拍,10
Twins,分飛燕,100.01,4/4拍,10
Fred Cheng,信念 - 劇集 "特技人" 主題曲,100.03,4/4拍,10
Joey Yung,何苦,100.03,6/8拍,10
Beyond,大時代,100.04,4/4拍,10
梁紫丹,少女慈禧,100.13,4/4拍,10
Leslie Cheung,The Way We Were,100.18,5/4拍,10
Beyond,歲月無聲,100.26,4/4拍,10
Janice Vidal,運動詩歌,100.49,4/4拍,10
Jacky Cheung,枕邊月亮,100.59,6/8拍,10
Tat Ming Pair,離,100.77,4/4拍,10
Tat Ming Pair,最好的愛煞人武器,100.8,4/4拍,10
張栢芝,一人同遊,101.01,4/4拍,10
Alan Tam,我不會唱歌,101.17,6/8拍,10
Danny Chan,幾分鐘的約會,101.74,4/4拍,10
Anita Mui,"我與你,他與我 (電視劇 ""挑戰"" 主題曲)",101.84,4/4拍,10
Amanda Lee,活得比你好 (Blues version),101.9,6/8拍,10
Jacky Cheung,每天愛你多一些 - Live in Hong Kong/1993,101.99,4/4拍,10
蔡琴,今宵多珍重,102.2,4/4拍,10
"Sally Yeh, David Ling Jr",現實就是現實,102.23,4/4拍,10
林強,無影無隻,102.24,4/4拍,10
Eason Chan,狼來了,102.61,4/4拍,10
Paula Tsui,風裡的呼喚,102.62,4/4拍,10
Ken Hung,傻瓜,102.9,4/4拍,10
Jason Chan,斷絕來往 - Speechless Live 2017,102.98,4/4拍,10
Pong Nan,你倫敦我紐約,103,4/4拍,10
Ronald Cheng,緣份無邊界,103,4/4拍,10
Raymond Lam,原罪,103.01,4/4拍,10
Fred Cheng,戰勝吧 - 劇集 “超時空男臣” 主題曲,103.01,4/4拍,10
Karen Mok,愛情中毒,103.04,4/4拍,10
Michael Kwan,相對無言,103.09,6/8拍,10
Eason Chan,富士山下,103.37,4/4拍,10
Hacken Lee,九月中的陌生人 (Live),103.39,4/4拍,10
Sam Hui,星夜,103.74,4/4拍,10
朱咪咪,神鳳 - 現場錄音版本選自尹光08好過癮演唱會,103.86,4/4拍,10
Wanfang,戀你,103.9,4/4拍,10
Leslie Cheung,人生的鼓手,103.91,4/4拍,10
Ivana Wong,迷失表参道,103.99,4/4拍,10
Supper Moment,Here I Come,104.11,4/4拍,10
Jody Chiang,只好放你行,104.15,6/8拍,10
Chyi Yu,歡顏 - 演奏曲,104.23,6/8拍,10
Miriam Yeung,勇,104.52,4/4拍,10
Joey Yung,很忘,104.94,4/4拍,10
Sammi Cheng,Bang Bang Bang,104.95,4/4拍,10
Joey Yung,我的驕傲 (1314容祖兒演唱會),105.02,4/4拍,10
林強,溫泉鄉的槍子,105.05,4/4拍,10
Sam Hui,Drifter's Song,105.59,4/4拍,10
Hins Cheung,分手前的雨天,105.91,4/4拍,10
George Lam,交出一切,105.92,4/4拍,10
潘秀瓊,心上人,105.94,4/4拍,10
Kayee Tam,相聚太短 - 劇集 "驪歌行" 主題曲,105.98,6/8拍,10
Andy Lau,大俠,106,4/4拍,10
姚蘇蓉,秋詞,106.03,4/4拍,10
Jade Kwan,差一分鐘 (十時),106.18,4/4拍,10
胡美儀,十二欄杆十二釵之翠裙腰,106.38,4/4拍,10
Sammi Cheng,唉聲嘆氣,107,4/4拍,10
陳浩德,來遲了,107.12,4/4拍,10
Alan Tam,曾經,107.24,4/4拍,10
Cass Phang,兒童樂園,107.51,6/8拍,10
Alan Tam,曾經 - 電視劇「黃金十年」插曲,107.51,4/4拍,10
Danny Chan,相思河畔,107.54,4/4拍,10
Twins,黑色喜劇,107.69,4/4拍,10
Priscilla Chan,去吧 - Live,107.86,4/4拍,10
尤雅,往日時光,107.86,4/4拍,10
Leo Ku,鑽石敗犬,107.93,4/4拍,10
Candy Lo,算數,107.97,6/8拍,10
Leslie Cheung,冤家,107.98,4/4拍,10
Alfred Hui,出走,107.98,6/8拍,10
Zhao Chuan,心動的感覺,108,4/4拍,10
Supper Moment,用呼吸栽種最艶美的花,108.02,4/4拍,10
Alfred Hui,十,108.04,4/4拍,10
Alan Tam,藝海浮台,108.07,6/8拍,10
Khalil Fong,Romeo,108.51,4/4拍,10
Nicholas Tse,不要說謊,108.72,4/4拍,10
Twins,安全感,108.78,4/4拍,10
蔡楓華,娉婷,108.82,4/4拍,10
Sammi Cheng,後遺症,108.84,4/4拍,10
朱咪咪,猛龍特警隊 - 現場錄音版本選自金曲唱聚聲雅廊演唱會,108.86,4/4拍,10
Alan Tam,舊信紙,108.99,4/4拍,10
Chilam,愈愛愈美麗,109.02,4/4拍,10
Shiga Lin,I Don't Wanna Be Lonely,109.02,6/8拍,10
Sandy Lam,紅眼眶,109.03,4/4拍,10
Cass Phang,手提巴黎,109.04,4/4拍,10
Khalil Fong,無菇朋友,109.8,6/8拍,10
姚蘇蓉,月滿西樓 - 版本一,109.91,6/8拍,10
Swing,中和點,109.92,4/4拍,10
C AllStar,靈魂進化,109.95,4/4拍,10
Andy Lau,一段情,109.95,4/4拍,10
Joey Yung,重生 (電影《解愁雜貨店》主題曲),109.96,4/4拍,10
張德蘭,一水隔天涯,109.96,4/4拍,10
Andy Lau,你是最好的,109.97,4/4拍,10
李靖筠,取消資格 (《今晚唱飲歌2》Version),109.97,4/4拍,10
David Lui,愛一回傷一回,109.98,4/4拍,10
Andy Lau,大團圓,109.98,4/4拍,10
Chilam,骨膠原,110,4/4拍,10
Grasshopper,嗲噢!,110.01,4/4拍,10
AGA,What are we gonna do - Live,110.02,4/4拍,10
Andy Hui,表情,110.04,4/4拍,10
Kelly Chen,冷淡,110.07,6/8拍,10
Denise Ho,禁色 (Live),110.08,6/8拍,10
Priscilla Chan,Lonely,110.1,4/4拍,10
JW,主宰,110.17,4/4拍,10
蔡琴,船,110.25,6/8拍,10
Alan Tam,Friend Of Mine,110.32,4/4拍,10
Hacken Lee,一個都不能少,110.35,4/4拍,10
"Dave Wong, 陳秀男, 李子恆, Ye Chui Qing, chang Yong Fu",祝你永遠快樂,110.51,4/4拍,10
Jenny Tseng,桃李春風 - 2022 Remastered,110.64,4/4拍,10
Albert Au,水霞,110.78,4/4拍,10
林慧萍,風吹草動 - Remastered,110.9,4/4拍,10
Angela Hui,夜長話多,111.02,4/4拍,10
Andy Lau,一杯咖啡一晚夜,111.09,4/4拍,10
Jacky Cheung,情不禁,111.54,4/4拍,10
姚蘇蓉,愛神的箭,111.72,4/4拍,10
Jordan Chan,風流,111.92,4/4拍,10
Wakin Chau,新天長地久之男大當戀女大當愛,111.92,4/4拍,10
許冠英,夜雨聲,111.94,4/4拍,10
Mr.,人間遊戲,112.01,4/4拍,10
Jade Kwan,我們都自私,112.01,4/4拍,10
邰正宵,JUST A LITTLE,112.03,4/4拍,10
Alan Tam,黃昏的聲音 - 電視劇「留住明天」主題曲,112.08,4/4拍,10
Roman Tam,浪淘沙,112.14,6/8拍,10
Alan Tam,同根生(電視劇"鬥氣一族"主題曲),112.16,4/4拍,10
Jia Liang Luo,蝶兒雙雙,112.2,4/4拍,10
WHYNOT,酸舞,112.31,4/4拍,10
"Danny Chan, Tom Brown and Joe Wong",思想走了光,112.33,4/4拍,10
Danny Chan,思想走了光,112.33,4/4拍,10
姚蘇蓉,往日的舊夢,112.35,4/4拍,10
Faye Wong,如風,112.35,4/4拍,10
Jacky Cheung,沒有童話時,112.43,6/8拍,10
音樂磁場,就這樣約定,112.5,6/8拍,10
Sally Yeh,長夜MY LOVE GOODNIGHT,112.52,4/4拍,10
Phil Chang,面具,112.66,6/8拍,10
尹光,萬惡淫為首之乞食,112.67,4/4拍,10
Tat Ming Pair,石頭記 - 電影「金燕子」主題曲,112.84,4/4拍,10
Serrini,~旋轉 with me* (Live),112.97,4/4拍,10
Daniel Chan,愛七手冊,113,4/4拍,10
Stefanie Sun,終於,113,4/4拍,10
Linda Chung,原諒我是我,113.02,4/4拍,10
Stefanie Sun,終於 - Remastered,113.04,4/4拍,10
余安安,自由在我手 - 電影"靚妹仔"歌曲,113.09,4/4拍,10
Hacken Lee,愛不釋手 (Live),113.64,6/8拍,10
新寶島康樂隊,台北附近,113.72,4/4拍,10
鄭怡,風有時停,113.92,4/4拍,10
Grasshopper,Lonely,113.97,4/4拍,10
Candy Lo,亂世佳人,114.02,4/4拍,10
Ellen Loo,只要美麗,114.11,4/4拍,10
Hong Ronghong,港都夜雨,114.13,6/8拍,10
"Danny Chan, Joe Wong and Tom Brown",不再問究竟,114.23,4/4拍,10
Ekin Cheng,廿世紀的戀人們,114.23,4/4拍,10
Danny Chan,不再問究竟,114.23,4/4拍,10
姚蘇蓉,偷心的人,114.3,4/4拍,10
Andy Lau,紅塵夢,114.38,4/4拍,10
鄭怡,"去吧,我的愛",114.67,6/8拍,10
Khalil Fong,100種表情 - 15 Khalil Live in HK 2011,114.94,4/4拍,10
Hins Cheung,YOU,114.97,4/4拍,10
Cath Wong,我想跟你說晚安,114.98,4/4拍,10
Fiona Sit,尋找獨角獸,115.01,6/8拍,10
Candy Lo,暖色,115.03,4/4拍,10
Andy Lau,舞吧,115.03,4/4拍,10
Mr.,那年這天,115.03,4/4拍,10
Jacky Cheung,如初,115.05,4/4拍,10
Shirley Kwan,一首獨唱的歌,115.09,4/4拍,10
Serrini,日月無光 / Darkening,115.12,4/4拍,10
Kay Tse,第一天,115.12,4/4拍,10
Fiona Sit,遠遠關心,115.12,4/4拍,10
尤雅,煙水寒又寒,115.15,4/4拍,10
Khalil Fong,Soundcheck,115.18,6/8拍,10
張露,什麼話,115.22,4/4拍,10
Edmond Leung,移情別戀,115.24,4/4拍,10
Hins Cheung,Deadline - 2011 Live in Hong Kong,115.25,4/4拍,10
Ronald Cheng,有種,115.27,4/4拍,10
Anita Mui,耶利亞,115.29,4/4拍,10
Teresa Teng,萬葉千聲,115.73,4/4拍,10
尤雅,春風帶來一陣雨,115.73,4/4拍,10
Mag Lam,深愛著你 (音樂永續作品),115.78,4/4拍,10
Leslie Cheung,Why ?!,115.94,4/4拍,10
Liza Wang,華麗轉身 - (劇集 "華麗轉身"主題曲),115.96,4/4拍,10
Jade Kwan,接受現實,115.96,4/4拍,10
Hins Cheung,春天,115.99,4/4拍,10
張偉文,東方之珠,116.01,4/4拍,10
Hins Cheung,井,116.02,4/4拍,10
Prudence Liew,最後一夜,116.08,4/4拍,10
Charmaine Fong,夢的地圖,116.1,4/4拍,10
劉雅麗,你你你為了愛(電影"我和春天有個約會"插曲),116.11,4/4拍,10
Leslie Cheung,流浪,116.13,6/8拍,10
Hacken Lee,破曉時份 (Live),116.13,4/4拍,10
"Roman Tam, Jenny Tseng",桃花開(無線電視劇[射鵰英雄傳之東邪西毒]插曲),116.15,4/4拍,10
"王甫建, 北京中央音樂學院民樂團",喜慶鑼鼓,116.51,4/4拍,10
林淑容,當着沒有愛過我 - 修復版,116.68,4/4拍,10
Christopher Wong,解釋,116.76,4/4拍,10
Hubert Wu,讓我放開,116.93,4/4拍,10
Leo Ku,大師作品 (feat. Trey Lee),116.96,4/4拍,10
Jace Chan,天生二品 - 2 Drummers Version,117,4/4拍,10
Stefanie Sun,自然,117,4/4拍,10
Serrini,越活越惹禍 (Live),117.02,4/4拍,10
Karen Mok,開水與白麵包,117.07,4/4拍,10
Twins,Ichiban 興奮,117.09,4/4拍,10
Alan Tam,至尊無上(電影"至尊無上"歌曲),117.09,4/4拍,10
羅大佑,小妹,117.19,5/4拍,10
葉玉卿,來...尋夢,117.22,4/4拍,10
Sandy Lam,一分鐘都市一分鐘戀愛,117.33,4/4拍,10
Sam Hui,無情夜冷風,117.53,4/4拍,10
Eason Chan,活躍症,117.61,4/4拍,10
湯寶如,無顏色的夢,117.86,4/4拍,10
姚蘇蓉,藍色的憂鬱,117.91,4/4拍,10
Ivana Wong,我來自火星,117.95,4/4拍,10
Anthony Wong,一一,118,4/4拍,10
Fiona Sit,小小癡纏,118.01,4/4拍,10
Jace Chan,DOITDOIT - 半個鍾說 Demo,118.01,4/4拍,10
Robynn & Kendy,小說伴咖啡,118.01,4/4拍,10
Andy Lau,巧合,118.03,4/4拍,10
Andy Lau,繼續談情…分離篇 - 粵,118.07,5/4拍,10
Power Station,知道你不是真的愛我,118.09,4/4拍,10
Alan Tam,午夜麗人,118.23,4/4拍,10
林強,天和地,118.41,4/4拍,10
姚蘇蓉,幾度夕陽紅 - 版本二,118.68,6/8拍,10
Alan Tam,理想與和平 - 1990年世界杯主題曲,118.68,4/4拍,10
Wakin Chau,雪中火,118.73,4/4拍,10
劉文正,何年何月再相逢,118.93,4/4拍,10
Edison Chen,分手武器,119.02,4/4拍,10
Sam Hui,邁進新領域,119.21,4/4拍,10
Leslie Cheung,FOREVER 愛妳,119.68,4/4拍,10
Denise Ho,鋼鐵人 - 國語,119.76,4/4拍,10
Joey Yung,最後情人,119.82,4/4拍,10
Miriam Yeung,大城大事 - 女子十二樂坊合奏版,119.84,4/4拍,10
Alex Fong,暗號,119.92,4/4拍,10
Andy Lau,蔓珠莎華,119.92,4/4拍,10
C AllStar,日暮途遠 - (Concert 2021) [Live],119.93,4/4拍,10
Bowie Lam,風沙 - 劇集《火舞黃沙》主題曲,119.94,4/4拍,10
Tracy Huang,再見還是不見 - Remastered,119.95,4/4拍,10
Alan Tam,爵士怨曲,119.95,4/4拍,10
Andy Lau,繼續談情…相聚篇 - 粵,119.95,4/4拍,10
Leo Ku,以你為榮,119.97,4/4拍,10
Andy Lau,捨不得恨你,119.98,4/4拍,10
Leo Ku,我是貓,119.98,4/4拍,10
Grasshopper,Liu Lei De Bei Ying,120,4/4拍,10
Swing,煙花,120,4/4拍,10
Denise Ho,韻律泳 - Memento Live 2013,120,4/4拍,10
Sandy Lam,愛不了多久,120.01,4/4拍,10
Karen Mok,他不愛我,120.02,4/4拍,10
陳健安,與慾望對話,120.02,4/4拍,10
C AllStar,Medley: 馬爾代夫 / 一刻戀上 - Concert 2021 (Live),120.03,4/4拍,10
Anthony Wong,住,120.03,4/4拍,10
Denise Ho,韻律泳 (Live) [feat. Nagasawa Takahiro],120.05,4/4拍,10
林慧萍,貪圖,120.06,4/4拍,10
Anita Mui,鏡花水月,120.06,4/4拍,10
Sandy Lam,你是我的男人,120.06,4/4拍,10
Denise Ho,妮歌,120.07,4/4拍,10
張栢芝,經驗,120.08,4/4拍,10
Priscilla Chan,人生何處不相逢,120.09,4/4拍,10
Ellen Loo,之所以是你我,120.11,4/4拍,10
Tat Ming Pair,天問,120.15,4/4拍,10
"David Lui, Tang Man Kit and Deng Bing Zheng",承受,120.17,4/4拍,10
Serrini,不知道甚麼時候,120.28,4/4拍,10
Eddie Ng,Ask for Sadness,120.45,4/4拍,10
Alan Tam,雨絲、情愁,120.64,4/4拍,10
Jacky Cheung,逃亡,121.07,4/4拍,10
Prudence Liew,I'll Have To Say I Love You In A Song,121.53,4/4拍,10
Robynn & Kendy,生活與生存,121.55,4/4拍,10
Calvert Fu,小冰,121.76,4/4拍,10
Leslie Cheung,熱辣辣,121.82,4/4拍,10
Sandy Lam,理由,121.85,4/4拍,10
Jade Kwan,玉石樂隊,121.88,4/4拍,10
my little airport,浪漫九龍塘,121.9,4/4拍,10
Joey Yung,另眼相看 (1314容祖兒演唱會),121.91,4/4拍,10
Joey Yung,另眼相看,121.93,4/4拍,10
Hacken Lee,不懂溫柔,121.94,4/4拍,10
Mr.,Mr. Tam - Pre-Rocker One Take Version,121.98,4/4拍,10
Hubert Wu,整親,122,4/4拍,10
Twins,非君不嫁,122,4/4拍,10
Supper Moment,靈感床,122.02,4/4拍,10
王中平,向天要一點愛,122.05,4/4拍,10
Kelly Chen,嚴重,122.06,4/4拍,10
李壽全,我的志願,122.07,4/4拍,10
Alan Tam,明天仍要繼續 - 電視劇「他來自江湖」主題曲,122.08,4/4拍,10
Wu Bai,沒人愛的女孩,122.1,4/4拍,10
Teresa Teng,四個願望,122.16,6/8拍,10
Kenny Bee,情變,122.32,4/4拍,10
Leslie Cheung,TWIST & SHOUT,122.33,4/4拍,10
Huang Yee Ling,燒滾滾 冷冰冰,122.35,4/4拍,10
Paula Tsui,自己人,122.38,4/4拍,10
杨钰莹,桃花运,122.58,4/4拍,10
Susanne Ho,無情者 有情人,122.65,4/4拍,10
Sally Yeh,春風秋雨,122.67,4/4拍,10
Alex Fong,石像,122.9,4/4拍,10
AGA,小問題 - Live,122.92,4/4拍,10
Daniel Chan,倩女幽魂,122.97,4/4拍,10
蔡楓華,月蝕,122.98,4/4拍,10
Aaron Kwok,風雲義,123,4/4拍,10
Mr.,5 X幻覺,123.03,4/4拍,10
Gin Lee,美男子與香煙 - Winter Version,123.11,4/4拍,10
Teresa Teng,今天歡樂明天夢,123.28,6/8拍,10
Miriam Yeung,狼來了 - Piano Version,123.57,4/4拍,10
Khalil Fong,靈感先生 (書籍艾美夢遊《靈感先生》主題曲),123.88,4/4拍,10
Wilfred Lau,我信的故事,123.89,4/4拍,10
Vivian Chow,石頭雨,123.89,4/4拍,10
Michael Kwan,明日再明日,123.91,6/8拍,10
Serrini,靜謐神林 (Live),123.91,6/8拍,10
彭家麗,你是我的男人,123.92,4/4拍,10
Hacken Lee,當我知道你們相愛 (國),123.94,4/4拍,10
Hacken Lee,來到今天,123.96,4/4拍,10
Dave Wong,啞巴的話,123.96,4/4拍,10
薰妮,往日夢,123.99,4/4拍,10
Tat Ming Pair,你還愛我嗎?,124,4/4拍,10
Andy Lau,憑甚麼,124,4/4拍,10
Miriam Yeung,處處吻 - Live,124,4/4拍,10
Lowell Lo,世事何曾是絕對 - 電影"1/2段情"插曲,124,6/8拍,10
Vivian Chow,會錯意,124.02,4/4拍,10
陳輝陽 x 女聲合唱,絕 (伊館現場版) [Live],124.05,4/4拍,10
張偉文,希望 (大長今主題曲),124.07,6/8拍,10
Faye Wong,無奈那天,124.1,4/4拍,10
Teresa Teng,舊情綿綿,124.56,6/8拍,10
Danny Chan,迷失中有着你,124.83,4/4拍,10
Chyi Yu,預感,124.84,4/4拍,10
葉啟田,為你打拼,124.91,4/4拍,10
Jacky Cheung,怨偶,124.94,4/4拍,10
Hins Cheung,太遠(HIDDEN TRACK),124.96,4/4拍,10
Grasshopper,笑中有淚,125.03,4/4拍,10
Jacky Cheung,童真年代,125.07,4/4拍,10
WHYNOT,獨腳戲,125.44,4/4拍,10
Sam Hui,難忘你,125.44,6/8拍,10
Sam Hui,難忘您,125.45,6/8拍,10
Hins Cheung,LaLa世界,125.52,4/4拍,10
Mag Lam,螞蟻,125.64,5/4拍,10
Adason Lo,旅行娃娃,125.86,4/4拍,10
陳浩德,鴛鴦江 / 相思淚 / 舊歡如夢,125.87,4/4拍,10
Kay Tse,囍帖街,125.94,4/4拍,10
Kary Ng,幾個字,125.94,6/8拍,10
Kay Tse,十優生,125.96,4/4拍,10
Calvert Fu,絕不棄權,125.99,4/4拍,10
Serrini,放棄治療 (Live),126,4/4拍,10
Kenny Bee,漫漫人生路 - 電影 : 決戰食神 宣傳主題曲,126,4/4拍,10
Shirley Kwan,患難建真情,126,4/4拍,10
"David Lui, John Lin",幽會,126.01,4/4拍,10
Andy Lau,一生愛 (2012道地綠茶主題曲),126.02,4/4拍,10
Denise Ho,舊約,126.12,4/4拍,10
Denise Ho,舊約 (Live),126.3,4/4拍,10
Alex To,Because I Love You,126.34,4/4拍,10
杨钰莹,茶山情歌,126.6,4/4拍,10
陳輝陽 x 女聲合唱,我的生存之道 (伊館現場版) [Live],126.6,4/4拍,10
Alan Tam,柔柔河畔,126.68,4/4拍,10
Danny Chan,今宵多珍重,126.85,4/4拍,10
Alan Tam,風中勁草,126.94,4/4拍,10
Janice Vidal,摩西的煩惱 (feat. Phat & Young Hysan) - Live,127.03,4/4拍,10
Jonathan Lee,那一夜我喝了酒,127.05,6/8拍,10
"Dave Wong, 李子恆, chang Yong Fu",為你生堆火,127.06,4/4拍,10
Hubert Wu,無力下去,127.14,4/4拍,10
柳影虹,情花開,127.85,4/4拍,10
Teresa Teng,甜蜜蜜,127.88,4/4拍,10
Alfred Hui,放開,127.9,4/4拍,10
Bowie Lam,飛鷹翺翔 - (劇集《隨時候命》片尾曲),127.9,4/4拍,10
Kandy Wong,陽光小姐,127.91,4/4拍,10
Leon Lai,不羈舞台 - 電影”痴情快婿”插曲,127.92,4/4拍,10
Denise Ho,圓滿 (Live),127.93,4/4拍,10
Jade Kwan,如有雷同,127.98,4/4拍,10
Eason Chan,熱島小夜曲,127.99,4/4拍,10
Prudence Liew,愛如潮水,128,4/4拍,10
Sita Chan,Let Me Find Love,128,4/4拍,10
Miriam Yeung,沒關係不是愛情,128.02,4/4拍,10
C AllStar,薄情歌 - Live,128.07,4/4拍,10
Alan Tam,知心當玩偶,128.09,4/4拍,10
C AllStar,靈魂進化 - Concert 2021 (Live),128.09,4/4拍,10
Danny Chan,如果沒有你,128.17,4/4拍,10
Anita Mui,傷心教堂,128.23,4/4拍,10
"Jenny Tseng, Roman Tam",問誰領風騷 (電視劇 "成吉思汗" 主題曲),128.34,4/4拍,10
劉錫明,胡漢夢 - 電視劇: 書劍恩仇錄 主題曲,128.42,4/4拍,10
Sammi Cheng,愛 - Live,128.43,4/4拍,10
Wu Bai,一種女人,128.45,4/4拍,10
Ekin Cheng,可樂,128.5,4/4拍,10
Janice Vidal,我還是我,128.78,4/4拍,10
Adason Lo,流淚的歌,128.94,4/4拍,10
Angela Hui,沒完沒了,129,4/4拍,10
葉啟田,乾一杯,129.13,4/4拍,10
Joey Yung,罪魁,129.24,4/4拍,10
姚蘇蓉,尋夢的人,129.31,4/4拍,10
軟硬天師,非常口,129.32,4/4拍,10
陳輝陽 x 女聲合唱,如何掉眼淚 (伊館現場版) [Live],129.4,4/4拍,10
Ekin Cheng,友情歲月,129.43,4/4拍,10
Joey Yung,天氣報告,129.53,4/4拍,10
夏韶聲,車站,129.73,4/4拍,10
Charlene Choi,氫氣球,129.85,4/4拍,10
Ken Hung,獻醜 (合唱版),129.88,4/4拍,10
Ronald Cheng,晴天陰天雨天 - SACD Mastering,129.88,4/4拍,10
Justin Lo,一念,129.89,4/4拍,10
鄭希怡,準情人的關懷,129.91,4/4拍,10
Denise Ho,天然沖晒,129.92,4/4拍,10
JW,We Time,129.95,4/4拍,10
Andy Lau,那一天 - 國,129.96,4/4拍,10
優客李林,多幫別人想,129.97,4/4拍,10
Vincy Chan,絕 (粵),129.97,4/4拍,10
Joey Yung,加大力度,129.97,4/4拍,10
Andy Lau,掌聲響起,129.97,4/4拍,10
Khalil Fong,張永成 - [feat. Ghost Style],129.99,4/4拍,10
Mike 曾比特,我不是邱比特 - Live,129.99,5/4拍,10
Hacken Lee,In the City (Live),130,4/4拍,10
Raymond Lam,如夢 (feat. Unity),130,4/4拍,10
Joey Yung,加大力度 (1314容祖兒演唱會),130.01,4/4拍,10
Fiona Sit,弗洛蒙,130.02,4/4拍,10
Joey Yung,朱古力萬歲,130.06,4/4拍,10
Leslie Cheung,紅顏白髮,130.07,4/4拍,10
"David Lui, David Ling Jr",請你跟我走,130.09,4/4拍,10
Twins,明愛暗戀補習社,130.11,4/4拍,10
Vincy Chan,鼻敏感,130.13,4/4拍,10
Juno Mak,清靜,130.18,4/4拍,10
林強,暗藏,130.18,4/4拍,10
Pandora,正邪說,130.24,4/4拍,10
Leslie Cheung,Miss You Much - Live in Hong Kong / 1989-1990,130.29,4/4拍,10
Andy Lau,都怪我,130.33,4/4拍,10
Edmond Leung,大將,130.42,4/4拍,10
Teresa Teng,原鄉情濃,130.7,4/4拍,10
Khalil Fong,趕場,130.9,4/4拍,10
Joey Yung,蒸餾,130.96,4/4拍,10
Edmond Leung,新聞女郎,130.99,4/4拍,10
Chyi Yu,Diamonds And Rust,131.13,4/4拍,10
Wakin Chau,當天的心,131.22,4/4拍,10
黃秋生,無能用者,131.27,4/4拍,10
Denise Ho,花辭,131.5,4/4拍,10
Khalil Fong,You are the sunshine of my life,131.53,4/4拍,10
Nicholas Tse,改造人,131.53,4/4拍,10
Eason Chan,狂人日記,131.87,4/4拍,10
